effect	effect_list	scope	value
wh2_main_effect_ability_overcast_comet_of_casandora	wh3_main_character_initiative_kairos_spells_rare_1_heavens	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_regrowth	wh3_main_character_initiative_kairos_spells_rare_1_life	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_bironas_timewarp	wh3_main_character_initiative_kairos_spells_rare_1_light	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_transmutation_of_lead	wh3_main_character_initiative_kairos_spells_rare_1_metal	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_okkams_mindrazor	wh3_main_character_initiative_kairos_spells_rare_1_shadows	character_to_character_own	1.0000
wh3_main_effect_ability_overcast_tzeentchs_firestorm	wh3_main_character_initiative_kairos_spells_rare_1_tzeentch	character_to_character_own	1.0000
wh_dlc03_effect_ability_enable_transformation_of_kadon	wh3_main_character_initiative_kairos_spells_rare_2_beast	character_to_character_own	1.0000
wh_main_effect_ability_enable_the_fate_of_bjuna	wh3_main_character_initiative_kairos_spells_rare_2_death	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_flame_storm	wh3_main_character_initiative_kairos_spells_rare_2_fire	character_to_character_own	1.0000
wh_main_effect_ability_enable_chain_lightning	wh3_main_character_initiative_kairos_spells_rare_2_heavens	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_dwellers_below	wh3_main_character_initiative_kairos_spells_rare_2_life	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_banishment	wh3_main_character_initiative_kairos_spells_rare_2_light	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_final_transmutation	wh3_main_character_initiative_kairos_spells_rare_2_metal	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_pit_of_shades	wh3_main_character_initiative_kairos_spells_rare_2_shadows	character_to_character_own	1.0000
wh3_main_effect_ability_overcast_infernal_gateway	wh3_main_character_initiative_kairos_spells_rare_2_tzeentch	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_the_amber_spear	wh3_main_character_initiative_kairos_spells_uncommon_1_beast	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_doom_and_darkness	wh3_main_character_initiative_kairos_spells_uncommon_1_death	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_flaming_sword_of_rhuin	wh3_main_character_initiative_kairos_spells_uncommon_1_fire	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_urannons_thunderbolt	wh3_main_character_initiative_kairos_spells_uncommon_1_heavens	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_shield_of_thorns	wh3_main_character_initiative_kairos_spells_uncommon_1_life	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_light_of_battle	wh3_main_character_initiative_kairos_spells_uncommon_1_light	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_glittering_robe	wh3_main_character_initiative_kairos_spells_uncommon_1_metal	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_the_withering	wh3_main_character_initiative_kairos_spells_uncommon_1_shadows	character_to_character_own	1.0000
wh3_main_effect_ability_overcast_treason_of_tzeentch	wh3_main_character_initiative_kairos_spells_uncommon_1_tzeentch	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_panns_impenetrable_pelt	wh3_main_character_initiative_kairos_spells_uncommon_2_beast	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_soulblight	wh3_main_character_initiative_kairos_spells_uncommon_2_death	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_the_burning_head	wh3_main_character_initiative_kairos_spells_uncommon_2_fire	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_curse_of_the_midnight_wind	wh3_main_character_initiative_kairos_spells_uncommon_2_heavens	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_flesh_to_stone	wh3_main_character_initiative_kairos_spells_uncommon_2_life	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_net_of_amyntok	wh3_main_character_initiative_kairos_spells_uncommon_2_light	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_gehennas_golden_hounds	wh3_main_character_initiative_kairos_spells_uncommon_2_metal	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_penumbral_pendulum	wh3_main_character_initiative_kairos_spells_uncommon_2_shadows	character_to_character_own	1.0000
wh3_main_effect_ability_overcast_glean_magic	wh3_main_character_initiative_kairos_spells_uncommon_2_tzeentch	character_to_character_own	1.0000
wh3_main_effect_ability_enable_arsebelcher	wh3_main_character_initiative_ogr_big_name_arsebelcher	character_to_character_own	1.0000
wh3_main_effect_corruption_reduction_characters	wh3_main_character_initiative_ogr_big_name_arsebelcher	character_to_province_any	-2.0000
wh3_main_effect_name_title_ogr_big_name_arsebelcher	wh3_main_character_initiative_ogr_big_name_arsebelcher	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_beastkiller	wh3_main_character_initiative_ogr_big_name_beastkiller	character_to_character_own	1.0000
wh_main_effect_character_stat_bonus_vs_large	wh3_main_character_initiative_ogr_big_name_beastkiller	character_to_character_own	10.0000
wh_main_effect_character_stat_missile_damage	wh3_main_character_initiative_ogr_big_name_beastkiller	character_to_character_own	10.0000
wh3_main_effect_attribute_enable_perfect_vigour_stonehorn_mount	wh3_main_character_initiative_ogr_big_name_beastrider	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_beastrider	wh3_main_character_initiative_ogr_big_name_beastrider	character_to_character_own	1.0000
wh3_main_effect_ability_enable_bellyslapper	wh3_main_character_initiative_ogr_big_name_bellyslapper	character_to_character_own	1.0000
wh3_main_effect_character_stat_unit_mass_percentage_mod	wh3_main_character_initiative_ogr_big_name_bellyslapper	character_to_character_own	20.0000
wh3_main_effect_name_title_ogr_big_name_bellyslapper	wh3_main_character_initiative_ogr_big_name_bellyslapper	character_to_character_own	1.0000
wh3_main_effect_ability_enable_bigbellower	wh3_main_character_initiative_ogr_big_name_bigbellower	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_bigbellower	wh3_main_character_initiative_ogr_big_name_bigbellower	character_to_character_own	1.0000
wh3_main_effect_own_reinforcement_time_percentage_mod	wh3_main_character_initiative_ogr_big_name_bigbellower	province_to_force_own_provincewide	-25.0000
wh3_dlc26_effect_ability_uses_savage_predators	wh3_main_character_initiative_ogr_big_name_bonechewer	character_to_character_own	1.0000
wh3_dlc26_effect_attribute_enable_perfect_vigour_ogr_sabretusk	wh3_main_character_initiative_ogr_big_name_bonechewer	character_to_force_own	1.0000
wh3_main_effect_name_title_ogr_big_name_bonechewer	wh3_main_character_initiative_ogr_big_name_bonechewer	character_to_character_own	1.0000
wh3_dlc26_effect_ability_enable_extra_powder_leadbelchers	wh3_main_character_initiative_ogr_big_name_boommaker	character_to_force_own	1.0000
wh3_dlc26_effect_ability_enable_more_powder	wh3_main_character_initiative_ogr_big_name_boommaker	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_boommaker	wh3_main_character_initiative_ogr_big_name_boommaker	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_brawlerguts	wh3_main_character_initiative_ogr_big_name_brawlerguts	character_to_character_own	1.0000
wh_main_effect_character_stat_armour	wh3_main_character_initiative_ogr_big_name_brawlerguts	character_to_character_own	15.0000
wh_main_effect_character_stat_unit_health	wh3_main_character_initiative_ogr_big_name_brawlerguts	character_to_character_own	5.0000
wh3_main_effect_name_title_ogr_big_name_campmaker	wh3_main_character_initiative_ogr_big_name_campmaker	character_to_character_own	1.0000
wh_main_effect_province_growth_characters	wh3_main_character_initiative_ogr_big_name_campmaker	character_to_province_own	15.0000
wh_main_effect_public_order_characters	wh3_main_character_initiative_ogr_big_name_campmaker	character_to_province_own	2.0000
wh3_main_effect_name_title_ogr_big_name_chaos_slayer	wh3_main_character_initiative_ogr_big_name_chaos_slayer	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_attack_vs_chaos_norsca	wh3_main_character_initiative_ogr_big_name_chaos_slayer	character_to_character_own	12.0000
wh3_main_effect_name_title_ogr_big_name_daemonbreaker	wh3_main_character_initiative_ogr_big_name_daemonbreaker	character_to_character_own	1.0000
wh_main_effect_character_stat_enable_magic_attacks	wh3_main_character_initiative_ogr_big_name_daemonbreaker	character_to_character_own	1.0000
wh_main_effect_character_stat_weapon_strength	wh3_main_character_initiative_ogr_big_name_daemonbreaker	character_to_character_own	5.0000
wh2_main_effect_grant_immortality_lord	wh3_main_character_initiative_ogr_big_name_deathcheater	character_to_character_own	1.0000
wh3_main_effect_ability_enable_deathcheater	wh3_main_character_initiative_ogr_big_name_deathcheater	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_deathcheater	wh3_main_character_initiative_ogr_big_name_deathcheater	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_dwarfsquasher	wh3_main_character_initiative_ogr_big_name_dwarfsquasher	character_to_character_own	1.0000
wh_main_effect_character_stat_ap_damage	wh3_main_character_initiative_ogr_big_name_dwarfsquasher	character_to_character_own	50.0000
wh_main_effect_character_stat_bonus_vs_infantry	wh3_main_character_initiative_ogr_big_name_dwarfsquasher	character_to_character_own	10.0000
wh3_main_effect_name_title_ogr_big_name_elfmulcher	wh3_main_character_initiative_ogr_big_name_elfmulcher	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_defence	wh3_main_character_initiative_ogr_big_name_elfmulcher	character_to_character_own	5.0000
wh_main_effect_character_stat_missile_resistance	wh3_main_character_initiative_ogr_big_name_elfmulcher	character_to_character_own	10.0000
wh3_main_effect_name_title_ogr_big_name_giantbreaker	wh3_main_character_initiative_ogr_big_name_giantbreaker	character_to_character_own	1.0000
wh_main_effect_attribute_enable_expert_charge_defence	wh3_main_character_initiative_ogr_big_name_giantbreaker	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_defence	wh3_main_character_initiative_ogr_big_name_giantbreaker	character_to_character_own	6.0000
wh3_main_effect_ability_enable_kineater	wh3_main_character_initiative_ogr_big_name_gnoblarkicker	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_gnoblarkicker	wh3_main_character_initiative_ogr_big_name_gnoblarkicker	character_to_character_own	1.0000
wh_main_effect_character_stat_leadership_aura_size	wh3_main_character_initiative_ogr_big_name_gnoblarkicker	character_to_character_own	25.0000
wh3_main_effect_name_title_ogr_big_name_goldhoarder	wh3_main_character_initiative_ogr_big_name_goldhoarder	character_to_character_own	1.0000
wh_main_effect_character_stat_aura_leadership_effect	wh3_main_character_initiative_ogr_big_name_goldhoarder	character_to_character_own	5.0000
wh_main_effect_force_all_campaign_sacking_income	wh3_main_character_initiative_ogr_big_name_goldhoarder	character_to_character_own_armytext	15.0000
wh3_main_effect_ability_enable_grandfeaster	wh3_main_character_initiative_ogr_big_name_grandfeaster	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_grandfeaster	wh3_main_character_initiative_ogr_big_name_grandfeaster	character_to_character_own	1.0000
wh_main_effect_force_all_campaign_razing_income	wh3_main_character_initiative_ogr_big_name_grandfeaster	character_to_character_own	15.0000
wh3_dlc23_effect_settlement_walls_damage_when_sieged_scripted	wh3_main_character_initiative_ogr_big_name_greasus_gatecrasher	character_to_character_own	1.0000
wh_main_effect_character_stat_weapon_strength	wh3_main_character_initiative_ogr_big_name_greasus_gatecrasher	character_to_character_own	5.0000
wh3_main_effect_ability_enable_hoardmaster	wh3_main_character_initiative_ogr_big_name_greasus_hoardmaster	character_to_character_own	1.0000
wh_main_effect_character_stat_unit_health	wh3_main_character_initiative_ogr_big_name_greasus_hoardmaster	character_to_character_own	5.0000
wh3_main_effect_character_stat_unit_mass_percentage_mod	wh3_main_character_initiative_ogr_big_name_greasus_shockingly_obese	character_to_character_own	30.0000
wh_main_effect_character_stat_melee_defence	wh3_main_character_initiative_ogr_big_name_greasus_shockingly_obese	character_to_character_own	5.0000
wh_main_effect_economy_gdp_mod_all	wh3_main_character_initiative_ogr_big_name_greasus_tradelord	character_to_region_own_provincewide	10.0000
wh_main_effect_economy_trade_tariff_mod	wh3_main_character_initiative_ogr_big_name_greasus_tradelord	character_to_faction_unseen	4.0000
wh3_main_effect_ability_enable_groundbreaker	wh3_main_character_initiative_ogr_big_name_groundbreaker	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_groundbreaker	wh3_main_character_initiative_ogr_big_name_groundbreaker	character_to_character_own	1.0000
wh_main_effect_force_all_campaign_raid_income	wh3_main_character_initiative_ogr_big_name_groundbreaker	general_to_force_own	15.0000
wh3_main_effect_name_title_ogr_big_name_gutcrusher	wh3_main_character_initiative_ogr_big_name_gutcrusher	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_attack	wh3_main_character_initiative_ogr_big_name_gutcrusher	character_to_character_own	5.0000
wh_main_effect_character_stat_weapon_strength	wh3_main_character_initiative_ogr_big_name_gutcrusher	character_to_character_own	5.0000
wh3_main_effect_corruption_reduction_characters	wh3_main_character_initiative_ogr_big_name_kineater	character_to_province_any	-2.0000
wh3_main_effect_name_title_ogr_big_name_kineater	wh3_main_character_initiative_ogr_big_name_kineater	character_to_character_own	1.0000
wh_main_effect_public_order_characters	wh3_main_character_initiative_ogr_big_name_kineater	character_to_province_own	2.0000
wh3_main_effect_character_stat_melee_attack_vs_lizardmen	wh3_main_character_initiative_ogr_big_name_lizardstrangler	character_to_character_own	12.0000
wh3_main_effect_name_title_ogr_big_name_lizardstrangler	wh3_main_character_initiative_ogr_big_name_lizardstrangler	character_to_character_own	1.0000
wh2_main_effect_agent_action_hinder_agent_wound_buff	wh3_main_character_initiative_ogr_big_name_longstrider_bruiser	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_assault_units_buff	wh3_main_character_initiative_ogr_big_name_longstrider_bruiser	character_to_character_own	15.0000
wh3_main_effect_name_title_ogr_big_name_longstrider	wh3_main_character_initiative_ogr_big_name_longstrider_bruiser	character_to_character_own	1.0000
wh2_main_effect_agent_action_hinder_agent_wound_buff	wh3_main_character_initiative_ogr_big_name_longstrider_butcher	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_hinder_replenishment_buff	wh3_main_character_initiative_ogr_big_name_longstrider_butcher	character_to_character_own	15.0000
wh3_main_effect_name_title_ogr_big_name_longstrider	wh3_main_character_initiative_ogr_big_name_longstrider_butcher	character_to_character_own	1.0000
wh2_main_effect_agent_action_hinder_agent_wound_buff	wh3_main_character_initiative_ogr_big_name_longstrider_firebelly	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_block_army_buff	wh3_main_character_initiative_ogr_big_name_longstrider_firebelly	character_to_character_own	15.0000
wh3_main_effect_name_title_ogr_big_name_longstrider	wh3_main_character_initiative_ogr_big_name_longstrider_firebelly	character_to_character_own	1.0000
wh2_main_effect_agent_action_hinder_army_assault_units_buff	wh3_main_character_initiative_ogr_big_name_longstrider_hunter	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_settlement_assault_garrison_buff	wh3_main_character_initiative_ogr_big_name_longstrider_hunter	character_to_character_own	15.0000
wh3_main_effect_name_title_ogr_big_name_longstrider	wh3_main_character_initiative_ogr_big_name_longstrider_hunter	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_magichunter	wh3_main_character_initiative_ogr_big_name_magichunter	character_to_character_own	1.0000
wh_main_effect_public_order_characters	wh3_main_character_initiative_ogr_big_name_magichunter	character_to_province_own	1.0000
wh3_main_effect_character_stat_melee_attack_vs_men	wh3_main_character_initiative_ogr_big_name_maneater	character_to_character_own	12.0000
wh3_main_effect_name_title_ogr_big_name_maneater	wh3_main_character_initiative_ogr_big_name_maneater	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_mawseeker	wh3_main_character_initiative_ogr_big_name_mawseeker	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_defence	wh3_main_character_initiative_ogr_big_name_mawseeker	character_to_character_own	10.0000
wh3_dlc26_effect_attribute_enable_directional_armour_thundertusk_stonehorn	wh3_main_character_initiative_ogr_big_name_mountaineater	character_to_force_own	1.0000
wh3_dlc26_effect_force_stat_missile_block_chance_ogr_thundertusk_stonehorn	wh3_main_character_initiative_ogr_big_name_mountaineater	character_to_force_own	30.0000
wh3_main_effect_name_title_ogr_big_name_mountaineater	wh3_main_character_initiative_ogr_big_name_mountaineater	character_to_character_own	1.0000
wh2_dlc10_effect_attribute_enable_snipe	wh3_main_character_initiative_ogr_big_name_mountaintalker	character_to_character_own	1.0000
wh3_main_effect_name_title_ogr_big_name_mountaintalker	wh3_main_character_initiative_ogr_big_name_mountaintalker	character_to_character_own	1.0000
