member	context	max_range	min_range
wh3_main_corruption_vampiric_61-70_wh_dlc08_nor_norsca	VALUE	70	61
wh3_main_corruption_vampiric_61-70_wh_main_brt_bretonnia	VALUE	70	61
wh3_main_corruption_vampiric_61-70_wh_main_chs_chaos	VALUE	70	61
wh3_main_corruption_vampiric_61-70_wh_main_dwf_dwarfs	VALUE	70	61
wh3_main_corruption_vampiric_61-70_wh_main_emp_empire	VALUE	70	61
wh3_main_corruption_vampiric_61-70_wh_main_grn_greenskins	VALUE	70	61
wh3_main_corruption_vampiric_61-70_wh_main_vmp_vampire_counts	VALUE	70	61
wh3_main_corruption_vampiric_71-80_no_culture	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_dlc09_tmb_followers_of_nagash	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_dlc09_tmb_tomb_kings	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_dlc11_cst_vampire_coast	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_dlc15_grn_bonerattlaz	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_main_def_dark_elves	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_main_hef_high_elves	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_main_lzd_lizardmen	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_main_rogue	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh2_main_skv_skaven	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_cth_cathay	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_dae_daemons	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_kho_khorne	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_ksl_kislev	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_nur_nurgle	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_ogr_ogre_kingdoms	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_sla_slaanesh	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh3_main_tze_tzeentch	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_dlc03_bst_beastmen	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_dlc05_wef_wood_elves	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_dlc08_nor_norsca	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_main_brt_bretonnia	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_main_chs_chaos	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_main_dwf_dwarfs	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_main_emp_empire	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_main_grn_greenskins	VALUE	80	71
wh3_main_corruption_vampiric_71-80_wh_main_vmp_vampire_counts	VALUE	80	71
wh3_main_corruption_vampiric_81-90_no_culture	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_dlc09_tmb_followers_of_nagash	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_dlc09_tmb_tomb_kings	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_dlc11_cst_vampire_coast	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_dlc15_grn_bonerattlaz	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_main_def_dark_elves	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_main_hef_high_elves	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_main_lzd_lizardmen	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_main_rogue	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh2_main_skv_skaven	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_cth_cathay	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_dae_daemons	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_kho_khorne	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_ksl_kislev	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_nur_nurgle	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_ogr_ogre_kingdoms	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_sla_slaanesh	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh3_main_tze_tzeentch	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_dlc03_bst_beastmen	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_dlc05_wef_wood_elves	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_dlc08_nor_norsca	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_main_brt_bretonnia	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_main_chs_chaos	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_main_dwf_dwarfs	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_main_emp_empire	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_main_grn_greenskins	VALUE	90	81
wh3_main_corruption_vampiric_81-90_wh_main_vmp_vampire_counts	VALUE	90	81
wh3_main_corruption_vampiric_91-100_no_culture	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_dlc09_tmb_followers_of_nagash	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_dlc09_tmb_tomb_kings	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_dlc11_cst_vampire_coast	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_dlc15_grn_bonerattlaz	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_main_def_dark_elves	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_main_hef_high_elves	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_main_lzd_lizardmen	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_main_rogue	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh2_main_skv_skaven	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_cth_cathay	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_dae_daemons	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_kho_khorne	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_ksl_kislev	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_nur_nurgle	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_ogr_ogre_kingdoms	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_sla_slaanesh	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh3_main_tze_tzeentch	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_dlc03_bst_beastmen	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_dlc05_wef_wood_elves	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_dlc08_nor_norsca	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_main_brt_bretonnia	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_main_chs_chaos	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_main_dwf_dwarfs	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_main_emp_empire	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_main_grn_greenskins	VALUE	100	91
wh3_main_corruption_vampiric_91-100_wh_main_vmp_vampire_counts	VALUE	100	91
wh3_main_corruption_vampiric_none	VALUE	0	0
wh3_main_cth_harmony_harmony	VALUE	0	0
wh3_main_cth_harmony_yang_1	VALUE	2	1
wh3_main_cth_harmony_yang_2	VALUE	5	3
wh3_main_cth_harmony_yang_3	VALUE	2147483647	6
wh3_main_cth_harmony_yin_1	VALUE	-1	-2
wh3_main_cth_harmony_yin_2	VALUE	-3	-5
wh3_main_cth_harmony_yin_3	VALUE	-6	-2147483647
wh3_main_def_pooled_resource_slaves_1	VALUE	800	0
wh3_main_def_pooled_resource_slaves_2	VALUE	2000	801
wh3_main_def_pooled_resource_slaves_3	VALUE	5000	2001
wh3_main_def_pooled_resource_slaves_4	VALUE	10000	5001
wh3_main_def_pooled_resource_slaves_5	VALUE	10000000	10001
wh3_main_emp_volkmar_books_destroyed_1	VALUE	1	1
wh3_main_emp_volkmar_books_destroyed_2	VALUE	2	2
wh3_main_emp_volkmar_books_destroyed_3	VALUE	3	3
wh3_main_emp_volkmar_books_destroyed_4	VALUE	4	4
wh3_main_emp_volkmar_books_destroyed_5	VALUE	5	5
wh3_main_emp_volkmar_books_destroyed_6	VALUE	6	6
wh3_main_emp_volkmar_books_destroyed_7	VALUE	7	7
wh3_main_emp_volkmar_books_destroyed_8	VALUE	8	8
wh3_main_ksl_followers_tresholds_1	VALUE	50	0
wh3_main_ksl_followers_tresholds_2	VALUE	100	50
wh3_main_ksl_followers_tresholds_3	VALUE	200	100
wh3_main_ksl_followers_tresholds_4	VALUE	400	200
wh3_main_ksl_followers_tresholds_5	VALUE	600	400
wh3_main_pooled_resource_seductive_influence_effects_1	VALUE	24	0
wh3_main_pooled_resource_seductive_influence_effects_1_beastmen	VALUE	24	0
wh3_main_pooled_resource_seductive_influence_effects_1_chaos_norsca	VALUE	24	0
wh3_main_pooled_resource_seductive_influence_effects_1_chaos_warriors	VALUE	24	0
wh3_main_pooled_resource_seductive_influence_effects_2	VALUE	49	25
wh3_main_pooled_resource_seductive_influence_effects_2_beastmen	VALUE	49	25
wh3_main_pooled_resource_seductive_influence_effects_2_chaos_norsca	VALUE	49	25
wh3_main_pooled_resource_seductive_influence_effects_2_chaos_warriors	VALUE	49	25
wh3_main_pooled_resource_seductive_influence_effects_3	VALUE	74	50
wh3_main_pooled_resource_seductive_influence_effects_3_beastmen	VALUE	74	50
wh3_main_pooled_resource_seductive_influence_effects_3_chaos_norsca	VALUE	74	50
wh3_main_pooled_resource_seductive_influence_effects_3_chaos_warriors	VALUE	74	50
wh3_main_pooled_resource_seductive_influence_effects_4	VALUE	99	75
wh3_main_pooled_resource_seductive_influence_effects_4_beastmen	VALUE	99	75
wh3_main_pooled_resource_seductive_influence_effects_4_chaos_norsca	VALUE	99	75
wh3_main_pooled_resource_seductive_influence_effects_4_chaos_warriors	VALUE	99	75
wh3_main_pooled_resource_seductive_influence_effects_max	VALUE	100	100
wh3_main_pooled_resource_seductive_influence_effects_max_beastmen	VALUE	100	100
wh3_main_pooled_resource_seductive_influence_effects_max_chaos_norsca	VALUE	100	100
wh3_main_pooled_resource_seductive_influence_effects_max_chaos_warriors	VALUE	100	100
wh3_main_winds_of_magic_daemons_high	VALUE	2147483647	80
wh3_main_winds_of_magic_daemons_low_wh3_main_dae_daemons	VALUE	34	20
wh3_main_winds_of_magic_daemons_low_wh3_main_kho_khorne	VALUE	34	20
wh3_main_winds_of_magic_daemons_low_wh3_main_nur_nurgle	VALUE	34	20
wh3_main_winds_of_magic_daemons_low_wh3_main_sla_slaanesh	VALUE	34	20
wh3_main_winds_of_magic_daemons_low_wh3_main_tze_tzeentch	VALUE	34	20
wh3_main_winds_of_magic_high	VALUE	2147483647	80
wh3_main_winds_of_magic_khorne_high	VALUE	2147483647	80
wh3_main_winds_of_magic_low_wh2_dlc09_tmb_tomb_kings	VALUE	34	20
wh3_main_winds_of_magic_low_wh2_dlc11_cst_vampire_coast	VALUE	34	20
wh3_main_winds_of_magic_low_wh2_main_def_dark_elves	VALUE	34	20
wh3_main_winds_of_magic_low_wh2_main_hef_high_elves	VALUE	34	20
wh3_main_winds_of_magic_low_wh2_main_lzd_lizardmen	VALUE	34	20
wh3_main_winds_of_magic_low_wh2_main_rogue	VALUE	34	20
wh3_main_winds_of_magic_low_wh2_main_skv_skaven	VALUE	34	20
wh3_main_winds_of_magic_low_wh3_main_cth_cathay	VALUE	34	20
wh3_main_winds_of_magic_low_wh3_main_ksl_kislev	VALUE	34	20
wh3_main_winds_of_magic_low_wh3_main_ogr_ogre_kingdoms	VALUE	34	20
wh3_main_winds_of_magic_low_wh_dlc03_bst_beastmen	VALUE	34	20
wh3_main_winds_of_magic_low_wh_dlc05_wef_wood_elves	VALUE	34	20
wh3_main_winds_of_magic_low_wh_dlc08_nor_norsca	VALUE	34	20
wh3_main_winds_of_magic_low_wh_main_brt_bretonnia	VALUE	34	20
wh3_main_winds_of_magic_low_wh_main_chs_chaos	VALUE	34	20
wh3_main_winds_of_magic_low_wh_main_dwf_dwarfs	VALUE	34	20
wh3_main_winds_of_magic_low_wh_main_emp_empire	VALUE	34	20
wh3_main_winds_of_magic_low_wh_main_grn_greenskins	VALUE	34	20
wh3_main_winds_of_magic_low_wh_main_vmp_vampire_counts	VALUE	34	20
wh3_main_winds_of_magic_nurgle_high	VALUE	2147483647	80
wh3_main_winds_of_magic_slaanesh_high	VALUE	2147483647	80
wh3_main_winds_of_magic_tzeentch_high	VALUE	2147483647	80
wh_beastmen_morale_high	VALUE	100	81
wh_beastmen_morale_low	VALUE	40	21
wh_beastmen_morale_mid	VALUE	80	41
wh_beastmen_morale_very_low	VALUE	20	0
wh_dlc05_wood_elves_food_-10_-20	VALUE	-11	-20
wh_dlc05_wood_elves_food_-20_-100	VALUE	-21	-2147483647
wh_dlc05_wood_elves_food_0_-10	VALUE	-1	-10
wh_dlc08_bundle_god_bar_khorne_1	VALUE	59	30
wh_dlc08_bundle_god_bar_khorne_2	VALUE	99	60
wh_dlc08_bundle_god_bar_khorne_3	VALUE	100	100
wh_dlc08_bundle_god_bar_nurgle_1	VALUE	59	30
wh_dlc08_bundle_god_bar_nurgle_2	VALUE	99	60
wh_dlc08_bundle_god_bar_nurgle_3	VALUE	100	100
wh_dlc08_bundle_god_bar_slaanesh_1	VALUE	59	30
wh_dlc08_bundle_god_bar_slaanesh_2	VALUE	99	60
wh_dlc08_bundle_god_bar_slaanesh_3	VALUE	100	100
wh_dlc08_bundle_god_bar_tzeentch_1	VALUE	59	30
wh_dlc08_bundle_god_bar_tzeentch_2	VALUE	99	60
wh_dlc08_bundle_god_bar_tzeentch_3	VALUE	100	100
wh_greenskins_morale_high	VALUE	100	71
wh_greenskins_morale_low	VALUE	40	21
wh_greenskins_morale_mid	VALUE	70	41
wh_greenskins_morale_very_low	VALUE	20	0
